path,k,#suppressed,avg class size,min class size,max class size,#eqs,total gen level,precision,granularity/loss,non-uniform entropy,squared error,discernibility,ambiguity,record-level squared error,gender gen level,age gen level,smoking_status gen level,ZIP gen level
../output/patients/arx_stats/Anonymized/0/1_4_1_5.csv,5.0,0.0,4430.5,255.0,9564.0,6.0,11.0,0.2583098221,0.3480946551,0.0932554955,2.45219e-05,0.7227134612,0.8231000421,0.199110405,1.0,4.0,1.0,5.0
../output/patients/arx_stats/Anonymized/0/1_1_2_5.csv,5.0,0.0,1563.7058823529,525.0,2137.0,17.0,9.0,0.2,0.2858637704,0.1841656831,3.21754e-05,0.9374764997,0.9500000761,0.1259845374,1.0,1.0,2.0,5.0
../output/patients/arx_stats/Anonymized/0/1_5_1_3.csv,5.0,3.0,136.3076923077,5.0,490.0,195.0,10.0,0.3072969567,0.4633727414,0.3323939039,0.9996003522,0.992383829,0.9941598333,0.2259391408,1.0,5.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/1_0_2_3.csv,5.0,11178.0,7.0118343195,5.0,23.0,2197.0,6.0,0.2028269947,0.344468707,0.3317336202,0.5860904806,0.5793582616,0.5794211773,0.1516790237,1.0,0.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/1_4_2_3.csv,5.0,79.0,106.4417670683,5.0,398.0,249.0,10.0,0.1503931084,0.4771894995,0.3404379685,0.9969856434,0.9904339772,0.991964354,0.225676859,1.0,4.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/1_1_1_3.csv,5.0,2084.0,11.8581800581,5.0,52.0,2066.0,6.0,0.4700823835,0.6924547211,0.4765566406,0.9215891817,0.9211062367,0.921334627,0.3730415619,1.0,1.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/1_4_2_4.csv,5.0,0.0,886.1,32.0,1813.0,30.0,11.0,0.1009874732,0.4510130923,0.2004695763,0.9885694674,0.9487214996,0.9583622354,0.2251028484,1.0,4.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/1_1_1_4.csv,5.0,15.0,83.5471698113,5.0,241.0,318.0,7.0,0.4571107475,0.7211316515,0.3758261311,0.9879473991,0.9955151945,0.9970870618,0.4009174743,1.0,1.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/0_3_0_0.csv,5.0,26578.0,5.0,5.0,5.0,1.0,3.0,0.0001598766,0.0001773365,0.0001283089,0.0002932629,0.0001880619,0.0001880898,0.0002045774,0.0,3.0,0.0,0.0
../output/patients/arx_stats/Anonymized/0/1_5_1_4.csv,5.0,0.0,1329.15,521.0,2236.0,20.0,11.0,0.2573223489,0.4356395506,0.1917538672,0.9885449995,0.9416685094,0.9529896153,0.2243229414,1.0,5.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/1_0_2_4.csv,5.0,0.0,32.4182926829,6.0,104.0,820.0,7.0,0.3,0.5671791335,0.4376487211,0.9885772407,0.9986275459,0.9989489245,0.2638176941,1.0,0.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/0_0_2_3.csv,5.0,19723.0,6.0017497813,5.0,14.0,1143.0,5.0,0.1548357973,0.2050854959,0.1550327119,0.2596975313,0.2580081249,0.2580462635,0.1526612469,0.0,0.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/0_5_1_3.csv,5.0,33.0,69.6850393701,5.0,310.0,381.0,9.0,0.5567185795,0.6632671365,0.3768194097,0.9985519833,0.9948357065,0.996850467,0.5049934628,0.0,5.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/0_1_1_3.csv,5.0,6918.0,8.3432329232,5.0,31.0,2357.0,5.0,0.5660431479,0.707114542,0.4123250289,0.7427328729,0.7395094553,0.7396851581,0.6857349503,0.0,1.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/0_4_2_3.csv,5.0,315.0,62.5428571429,5.0,246.0,420.0,9.0,0.3957247113,0.6707228294,0.3814887719,0.9878727128,0.9847428075,0.9864691788,0.4959186301,0.0,4.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/1_3_0_0.csv,5.0,26540.0,5.375,5.0,6.0,8.0,4.0,0.0009705451,0.0012005984,0.0010825184,0.0021757054,0.0016173068,0.0016175675,0.0007447112,1.0,3.0,0.0,0.0
../output/patients/arx_stats/Anonymized/0/0_1_1_4.csv,5.0,61.0,42.5714285714,5.0,128.0,623.0,6.0,0.7058317346,0.9200919683,0.4198588458,0.9863859266,0.9956314224,0.9969240425,0.8780760245,0.0,1.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/0_4_2_4.csv,5.0,5.0,442.9666666667,14.0,1034.0,60.0,10.0,0.3509216417,0.6514976018,0.2451517445,0.9884095192,0.973400328,0.9859356522,0.5008981258,0.0,4.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/0_0_2_4.csv,5.0,169.0,16.5708908407,5.0,54.0,1594.0,6.0,0.5465034044,0.7628461922,0.4800237996,0.9830173505,0.9929274748,0.9932938336,0.559566459,0.0,0.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/0_5_1_4.csv,5.0,5.0,664.45,259.0,1375.0,40.0,10.0,0.5072377083,0.6361353797,0.2364360354,0.9883850549,0.9693349278,0.9841461852,0.5028905174,0.0,5.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/0_0_0_2.csv,5.0,26545.0,5.4285714286,5.0,7.0,7.0,2.0,0.0012865365,0.0014282983,0.0009687499,0.0014452108,0.001429242,0.0014294806,0.001492878,0.0,0.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/0_4_0_2.csv,5.0,10693.0,8.9723320158,5.0,53.0,1771.0,6.0,0.4184347139,0.5272257058,0.3300251373,0.6041919605,0.5974964308,0.5976913873,0.469947485,0.0,4.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/0_4_0_5.csv,5.0,5.0,1476.5555555556,20.0,5585.0,18.0,9.0,0.5508840236,0.5828369848,0.1534249685,2.45455e-05,0.8706371057,0.9558147785,0.4816241491,0.0,4.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/1_3_2_1.csv,5.0,19995.0,6.6411290323,5.0,23.0,992.0,7.0,0.0743482677,0.1341953786,0.1469289482,0.2608025669,0.2477680058,0.2478029188,0.0621651118,1.0,3.0,2.0,1.0
../output/patients/arx_stats/Anonymized/0/1_2_1_1.csv,5.0,25736.0,5.6092715232,5.0,9.0,151.0,5.0,0.0185485084,0.0241461586,0.0199989378,0.0345784673,0.0318567469,0.0318617458,0.0136611206,1.0,2.0,1.0,1.0
../output/patients/arx_stats/Anonymized/0/0_0_0_5.csv,5.0,27.0,60.2176870748,5.0,363.0,441.0,5.0,0.749238235,0.6984023697,0.3903552785,3.22845e-05,0.9953114044,0.9978744106,0.5399319218,0.0,0.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/1_0_0_2.csv,5.0,26365.0,5.5897435897,5.0,10.0,39.0,3.0,0.0053304744,0.0065483305,0.0053721688,0.0089536907,0.0081992492,0.0082006478,0.0040256041,1.0,0.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/1_4_0_2.csv,5.0,5769.0,11.6670403587,5.0,79.0,1784.0,7.0,0.3523624121,0.5335847467,0.4076057155,0.7869029892,0.7824693625,0.7827684818,0.2943973303,1.0,4.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/0_3_2_1.csv,5.0,24037.0,6.0047169811,5.0,15.0,424.0,6.0,0.0526765226,0.0710729782,0.0582358286,0.1026420213,0.0957560185,0.0957720269,0.0561316277,0.0,3.0,2.0,1.0
../output/patients/arx_stats/Anonymized/0/1_4_0_5.csv,5.0,0.0,2953.6666666667,45.0,9564.0,9.0,10.0,0.3009874732,0.382340253,0.1087380705,2.45249e-05,0.7539257654,0.8679833671,0.2119248071,1.0,4.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/1_0_0_5.csv,5.0,7.0,119.1748878924,5.0,706.0,223.0,6.0,0.4998683369,0.4983750245,0.3458950736,3.22872e-05,0.9928428817,0.996404298,0.2497449349,1.0,0.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/0_2_1_1.csv,5.0,26408.0,5.46875,5.0,9.0,32.0,4.0,0.0055486589,0.0063660703,0.0042338099,0.007397123,0.0065819991,0.0065831085,0.0066332509,0.0,2.0,1.0,1.0
../output/patients/arx_stats/Anonymized/0/1_0_1_4.csv,5.0,225.0,18.2282157676,5.0,104.0,1446.0,6.0,0.5036639958,0.7278093556,0.4768923439,0.9804208285,0.9907178404,0.99107103,0.3987632499,1.0,0.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/1_5_2_4.csv,5.0,0.0,2658.3,1502.0,3406.0,10.0,12.0,0.05,0.2692789939,0.149483974,0.9885449725,0.8939393307,0.8948845261,0.1160030945,1.0,5.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/1_1_2_4.csv,5.0,0.0,156.3705882353,32.0,285.0,170.0,8.0,0.25,0.5551427642,0.3336496571,0.9885771478,0.9933591384,0.9947443024,0.2633382127,1.0,1.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/1_4_1_4.csv,5.0,0.0,443.05,12.0,1207.0,60.0,10.0,0.3083098221,0.617373649,0.2427394695,0.9885694944,0.9706069983,0.9813985879,0.3529564577,1.0,4.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/1_1_2_3.csv,5.0,444.0,18.1773296245,5.0,72.0,1438.0,7.0,0.2949892789,0.5731423753,0.4675354105,0.9827022364,0.9824425852,0.9826612525,0.2602076551,1.0,1.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/1_4_1_3.csv,5.0,304.0,62.569047619,5.0,267.0,420.0,9.0,0.354050521,0.6374373093,0.3792994177,0.9883292303,0.9847935499,0.9863114964,0.349958824,1.0,4.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/1_0_1_3.csv,5.0,18518.0,6.2229938272,5.0,19.0,1296.0,5.0,0.1743078283,0.2349260403,0.1824833383,0.3058383123,0.3033239724,0.3033704555,0.1280691019,1.0,0.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/1_5_2_3.csv,5.0,0.0,271.2551020408,13.0,738.0,98.0,11.0,0.1,0.2970574363,0.2901240107,0.9997899463,0.9863407378,0.9871995555,0.1174313827,1.0,5.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/0_5_2_4.csv,5.0,5.0,1328.9,622.0,1967.0,20.0,11.0,0.299943573,0.4697974622,0.1941723395,0.9883850278,0.9451653255,0.9647808316,0.3476947024,0.0,5.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/0_0_1_4.csv,5.0,1983.0,10.7376691401,5.0,54.0,2291.0,5.0,0.7037439341,0.8664500563,0.4867527993,0.9141460216,0.9249759302,0.9252591648,0.8271537367,0.0,0.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/0_4_1_4.csv,5.0,16.0,229.025862069,5.0,705.0,116.0,9.0,0.5579468081,0.8174558014,0.287290239,0.9880003495,0.9840503,0.9932002047,0.7274467736,0.0,4.0,1.0,4.0
../output/patients/arx_stats/Anonymized/0/0_1_2_4.csv,5.0,5.0,78.1705882353,14.0,172.0,340.0,7.0,0.4999059549,0.7556074645,0.3783215241,0.9884171984,0.9963484379,0.998060432,0.5620036273,0.0,1.0,2.0,4.0
../output/patients/arx_stats/Anonymized/0/0_4_1_3.csv,5.0,565.0,35.1594594595,5.0,152.0,740.0,8.0,0.5952027612,0.8273160416,0.4188803564,0.9783769139,0.9767728016,0.9779989136,0.7149275216,0.0,4.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/0_1_2_3.csv,5.0,2496.0,10.9835841313,5.0,49.0,2193.0,6.0,0.4983579731,0.7098124342,0.4710283133,0.9053557906,0.9056650326,0.9059040844,0.5134585984,0.0,1.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/0_5_2_3.csv,5.0,5.0,135.6020408163,5.0,446.0,196.0,10.0,0.3499341685,0.4975701612,0.3348089424,0.999627686,0.9927610934,0.9955461458,0.3496218168,0.0,5.0,2.0,3.0
../output/patients/arx_stats/Anonymized/0/0_0_1_3.csv,5.0,23813.0,5.6878850103,5.0,12.0,487.0,4.0,0.0866343152,0.1021411221,0.0653296641,0.1034373142,0.1041827222,0.104199773,0.104832809,0.0,0.0,1.0,3.0
../output/patients/arx_stats/Anonymized/0/0_5_0_5.csv,5.0,5.0,4429.6666666667,1823.0,10853.0,6.0,10.0,0.4999059549,0.4011368452,0.1024455635,5.42e-08,0.7409924993,0.8887217688,0.3335967402,0.0,5.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/1_2_2_1.csv,5.0,24243.0,5.8793969849,5.0,15.0,398.0,6.0,0.0308091638,0.0503122818,0.0538554413,0.094449488,0.0880088933,0.0880213004,0.0227265625,1.0,2.0,2.0,1.0
../output/patients/arx_stats/Anonymized/0/1_3_1_1.csv,5.0,23483.0,6.0903732809,5.0,16.0,509.0,6.0,0.0613644058,0.0843122286,0.0712640473,0.1235916017,0.1165914444,0.1166108931,0.0476980807,1.0,3.0,1.0,1.0
../output/patients/arx_stats/Anonymized/0/0_1_0_5.csv,5.0,11.0,282.6808510638,5.0,918.0,94.0,6.0,0.6997103412,0.6867917687,0.2865345418,3.22148e-05,0.9820683861,0.9940330246,0.5394680646,0.0,1.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/0_1_0_2.csv,5.0,24856.0,5.8148148148,5.0,12.0,297.0,3.0,0.0552213821,0.0641228097,0.040105316,0.067814018,0.0649539607,0.0649651744,0.0669010254,0.0,1.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/0_5_0_2.csv,5.0,5687.0,11.7856739989,5.0,97.0,1773.0,7.0,0.5109430839,0.55142653,0.4074001145,0.7914988193,0.7855273657,0.7858863211,0.421618137,0.0,5.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/0_2_2_1.csv,5.0,25994.0,5.6634615385,5.0,10.0,104.0,5.0,0.0132942106,0.0171086793,0.0138962447,0.0234549135,0.0221529488,0.0221565839,0.0132337944,0.0,2.0,2.0,1.0
../output/patients/arx_stats/Anonymized/0/1_5_0_5.csv,5.0,0.0,8861.0,4111.0,17507.0,3.0,11.0,0.25,0.2006061546,0.0577524682,3e-08,0.5074929692,0.66666672,0.1049271717,1.0,5.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/1_1_0_5.csv,5.0,1.0,553.7916666667,8.0,1801.0,48.0,7.0,0.4499830719,0.486451625,0.2419181513,3.22037e-05,0.967053465,0.983296421,0.2493452252,1.0,1.0,0.0,5.0
../output/patients/arx_stats/Anonymized/0/0_3_1_1.csv,5.0,25659.0,5.8853503185,5.0,14.0,157.0,5.0,0.0272147613,0.0322911046,0.0217694644,0.0369486074,0.0347522716,0.034758556,0.031765203,0.0,3.0,1.0,1.0
../output/patients/arx_stats/Anonymized/0/1_1_0_2.csv,5.0,22086.0,6.4705035971,5.0,17.0,695.0,4.0,0.1015009593,0.1330527375,0.1013502466,0.1787942132,0.1691297599,0.1691601465,0.0752418861,1.0,1.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/1_5_0_2.csv,5.0,2245.0,16.2578490314,5.0,157.0,1497.0,8.0,0.3662190122,0.4586258904,0.4401409585,0.9164784321,0.9145004288,0.9149546415,0.2206594401,1.0,5.0,0.0,2.0
../output/patients/arx_stats/Anonymized/0/0_3_2_0.csv,5.0,26546.0,5.2857142857,5.0,6.0,7.0,5.0,0.0008351202,0.001033073,0.0009231527,0.0015773589,0.001391641,0.0013918604,0.0008942865,0.0,3.0,2.0,0.0
../output/patients/arx_stats/Anonymized/0/1_4_0_4.csv,5.0,18.0,316.25,5.0,1207.0,84.0,9.0,0.3507166234,0.6511383265,0.2581451395,0.9878001681,0.9732464311,0.985448475,0.3691580068,1.0,4.0,0.0,4.0
../output/patients/arx_stats/Anonymized/0/1_0_0_4.csv,5.0,1260.0,14.9663120567,5.0,104.0,1692.0,5.0,0.5239307076,0.7312174406,0.47316772,0.9417393107,0.9518744663,0.9522656379,0.4010429582,1.0,0.0,0.0,4.0
../output/patients/arx_stats/Anonymized/0/1_0_0_3.csv,5.0,19654.0,6.2762681159,5.0,19.0,1104.0,4.0,0.1563931836,0.2071679835,0.1567104993,0.2629846914,0.2605981655,0.2606419905,0.1149769878,1.0,0.0,0.0,3.0
../output/patients/arx_stats/Anonymized/0/1_4_0_3.csv,5.0,404.0,45.2141623489,5.0,267.0,579.0,8.0,0.3943497724,0.6684040951,0.3926603087,0.9845554963,0.9814595518,0.9831236763,0.3648240933,1.0,4.0,0.0,3.0
../output/patients/arx_stats/Anonymized/0/0_4_0_4.csv,5.0,60.0,170.0192307692,5.0,705.0,156.0,8.0,0.5995297747,0.8501736957,0.302283977,0.9864310179,0.9840661782,0.9931218666,0.7612243722,0.0,4.0,0.0,4.0
../output/patients/arx_stats/Anonymized/0/1_3_2_0.csv,5.0,26394.0,5.4,5.0,7.0,35.0,6.0,0.0024884325,0.0038507777,0.0045222928,0.0088184816,0.0071086176,0.0071097051,0.0018943304,1.0,3.0,2.0,0.0
../output/patients/arx_stats/Anonymized/0/0_0_0_4.csv,5.0,4781.0,10.2260787992,5.0,54.0,2132.0,4.0,0.656118572,0.7938108744,0.4422687325,0.8097213566,0.8197727122,0.8200509641,0.7894578176,0.0,0.0,0.0,4.0
../output/patients/arx_stats/Anonymized/0/0_0_0_3.csv,5.0,24146.0,5.7476415094,5.0,12.0,424.0,3.0,0.0779238611,0.0912320061,0.0572277697,0.0911111671,0.0916579704,0.0916734945,0.0964117569,0.0,0.0,0.0,3.0
../output/patients/arx_stats/Anonymized/0/0_4_0_3.csv,5.0,946.0,26.6496881497,5.0,152.0,962.0,7.0,0.6270530038,0.8477246262,0.4264892366,0.9644389291,0.9626578916,0.9638602676,0.7394871992,0.0,4.0,0.0,3.0
../output/patients/arx_stats/Anonymized/0/1_3_0_1.csv,5.0,23918.0,6.1405529954,5.0,16.0,434.0,5.0,0.0551386224,0.0743951623,0.0608243762,0.1062495369,0.1002307621,0.1002484618,0.0426147412,1.0,3.0,0.0,1.0
../output/patients/arx_stats/Anonymized/0/0_4_2_5.csv,5.0,5.0,4429.6666666667,206.0,8150.0,6.0,11.0,0.3009310462,0.3822685622,0.0956842689,2.45155e-05,0.750906569,0.8678203556,0.3176687882,0.0,4.0,2.0,5.0
../output/patients/arx_stats/Anonymized/0/0_1_1_5.csv,5.0,9.0,408.8307692308,5.0,918.0,65.0,7.0,0.6571229733,0.6526280493,0.2710855378,3.2215e-05,0.980075966,0.99221273,0.5189896967,0.0,1.0,1.0,5.0
../output/patients/arx_stats/Anonymized/0/0_5_1_5.csv,5.0,5.0,6644.5,4275.0,10853.0,4.0,11.0,0.4572471128,0.3669063401,0.0869685598,5.12e-08,0.7120937003,0.850802795,0.3189368152,0.0,5.0,1.0,5.0
../output/patients/arx_stats/Anonymized/0/0_0_2_5.csv,5.0,5.0,162.0609756098,74.0,363.0,164.0,7.0,0.4999059549,0.4984125302,0.3328496788,3.22875e-05,0.9930664983,0.9964792833,0.3606780278,0.0,0.0,2.0,5.0
../output/patients/arx_stats/Anonymized/0/0_5_1_2.csv,5.0,3245.0,12.2766964755,5.0,97.0,1901.0,8.0,0.5373763307,0.5891826198,0.4480268534,0.8801596623,0.8773231113,0.8776719576,0.4509167543,0.0,5.0,1.0,2.0
../output/patients/arx_stats/Anonymized/0/0_0_2_2.csv,5.0,26394.0,5.4,5.0,8.0,35.0,4.0,0.0046213746,0.0056764322,0.0046686277,0.0068324054,0.0071086035,0.0071097272,0.0042696555,0.0,0.0,2.0,2.0
../output/patients/arx_stats/Anonymized/0/0_4_2_2.csv,5.0,3570.0,11.5007496252,5.0,89.0,2001.0,8.0,0.3896080202,0.5899916303,0.446549175,0.8673317814,0.8651772994,0.8654731431,0.4363217327,0.0,4.0,2.0,2.0
../output/patients/arx_stats/Anonymized/0/0_1_1_2.csv,5.0,24630.0,5.7952522255,5.0,12.0,337.0,4.0,0.0611970056,0.0715100841,0.0456139307,0.0772270984,0.0734540778,0.0734665038,0.0727554143,0.0,1.0,1.0,2.0
../output/patients/arx_stats/Anonymized/0/1_1_1_5.csv,5.0,0.0,805.5454545455,9.0,1801.0,33.0,8.0,0.4073223489,0.4522243271,0.2264355763,3.22024e-05,0.963023362,0.9776430581,0.2358404563,1.0,1.0,1.0,5.0
../output/patients/arx_stats/Anonymized/0/1_4_2_5.csv,5.0,0.0,8861.0,525.0,13897.0,3.0,12.0,0.0509874732,0.1817340984,0.0509856023,2.44949e-05,0.5170516473,0.6039499411,0.094088181,1.0,4.0,2.0,5.0
../output/patients/arx_stats/Anonymized/0/0_3_0_1.csv,5.0,25738.0,5.9090909091,5.0,14.0,143.0,4.0,0.025429786,0.0299650609,0.0198331578,0.0336114461,0.0317809844,0.031786829,0.0298711935,0.0,3.0,0.0,1.0
../output/patients/arx_stats/Anonymized/0/1_0_2_5.csv,5.0,0.0,324.1829268293,155.0,706.0,82.0,8.0,0.25,0.2979001396,0.288164747,3.22682e-05,0.9870785648,0.9900000793,0.1263792827,1.0,0.0,2.0,5.0
../output/patients/arx_stats/Anonymized/0/1_5_1_5.csv,5.0,0.0,13291.5,9076.0,17507.0,2.0,12.0,0.2073223489,0.1663605567,0.0422698932,2.71e-08,0.4497225905,0.5528596412,0.0936957129,1.0,5.0,1.0,5.0
../output/patients/arx_stats/Anonymized/0/1_0_2_2.csv,5.0,25837.0,5.5671641791,5.0,11.0,134.0,5.0,0.0112252191,0.0167762381,0.0177070104,0.0291325612,0.0280580383,0.0280621136,0.0074193257,1.0,0.0,2.0,2.0
../output/patients/arx_stats/Anonymized/0/1_5_1_2.csv,5.0,847.0,18.8404099561,5.0,157.0,1366.0,9.0,0.3472623481,0.452893753,0.4520949379,0.9673878809,0.9669625601,0.9673210393,0.2195189402,1.0,5.0,1.0,2.0
../output/patients/arx_stats/Anonymized/0/1_1_1_2.csv,5.0,21284.0,6.3920386007,5.0,17.0,829.0,5.0,0.1147171124,0.1528600271,0.120222002,0.2101744991,0.19929333,0.1993262839,0.0848617262,1.0,1.0,1.0,2.0
../output/patients/arx_stats/Anonymized/0/1_4_2_2.csv,5.0,1221.0,17.9617563739,5.0,124.0,1412.0,9.0,0.1909001994,0.4589021718,0.4521005713,0.9524602466,0.9530374074,0.953348206,0.2138179202,1.0,4.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/1_3_2_3.csv,10.0,484.0,68.3219895288,10.0,234.0,382.0,9.0,0.196358575,0.5279712237,0.3792690143,0.9816529279,0.9784410771,0.9792647836,0.2496148096,1.0,3.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_2_1_3.csv,10.0,2591.0,23.5909537856,10.0,78.0,1017.0,7.0,0.4157873453,0.6649738003,0.4264371272,0.9021643299,0.9015638258,0.9020025974,0.3628821985,1.0,2.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/1_2_1_4.csv,10.0,9.0,156.3176470588,12.0,364.0,170.0,8.0,0.4072123161,0.7062412829,0.3315861503,0.9882618743,0.9919675002,0.9949628968,0.3986659549,1.0,2.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_3_2_4.csv,10.0,0.0,531.66,32.0,1047.0,50.0,10.0,0.15,0.5100063795,0.2446975679,0.9885753234,0.9739284579,0.9789769693,0.2540234244,1.0,3.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/0_3_2_3.csv,10.0,918.0,37.0346320346,10.0,152.0,693.0,8.0,0.4344599932,0.7128448656,0.4157184572,0.9633829964,0.9637189858,0.9646324178,0.5281618235,0.0,3.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/0_2_1_3.csv,10.0,8547.0,16.5619834711,10.0,47.0,1089.0,6.0,0.4871957642,0.6398419507,0.3472497444,0.6859546574,0.678017107,0.678342992,0.6192527487,0.0,2.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/0_2_1_4.csv,10.0,112.0,81.9535603715,10.0,202.0,323.0,7.0,0.654659933,0.903306769,0.375040497,0.9843865535,0.9917249967,0.9942260826,0.8615257368,0.0,2.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/0_3_2_4.csv,10.0,5.0,265.78,14.0,606.0,100.0,9.0,0.3999247639,0.7104795694,0.2893741647,0.9884153743,0.9862342095,0.9928057583,0.5464085335,0.0,3.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/0_3_0_2.csv,10.0,23256.0,13.308,10.0,39.0,250.0,5.0,0.0938663808,0.1178832833,0.0675836515,0.1287304064,0.1250917511,0.125146386,0.1167540912,0.0,3.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/1_5_1_1.csv,10.0,20886.0,13.794188862,10.0,47.0,413.0,8.0,0.0926447354,0.1044007057,0.1153958706,0.2280590517,0.2141925468,0.2142662639,0.0529307558,1.0,5.0,1.0,1.0
../output/patients/arx_stats/Anonymized/1/0_3_0_5.csv,10.0,5.0,885.9333333333,20.0,2983.0,30.0,8.0,0.5998871459,0.6418189523,0.1976473887,3.04007e-05,0.9318846721,0.9775939457,0.5249774114,0.0,3.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/1_4_2_1.csv,10.0,21829.0,13.1325966851,10.0,37.0,362.0,8.0,0.0447090246,0.0860718925,0.0977303227,0.1900239461,0.1787456647,0.1787967648,0.0411344065,1.0,4.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/1_3_0_2.csv,10.0,18655.0,14.958490566,10.0,49.0,530.0,6.0,0.1491178573,0.2211181404,0.1570914682,0.3088593247,0.2980507137,0.2981814224,0.1270335724,1.0,3.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/0_5_1_1.csv,10.0,24659.0,12.4935064935,10.0,30.0,154.0,7.0,0.0499680247,0.0502464145,0.0395911133,0.0756556045,0.0723431527,0.0723720499,0.0429928281,0.0,5.0,1.0,1.0
../output/patients/arx_stats/Anonymized/1/0_4_2_1.csv,10.0,25521.0,12.4941176471,10.0,23.0,85.0,7.0,0.0199751721,0.027241204,0.0218921419,0.0441899285,0.039931764,0.039947084,0.0227333878,0.0,4.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/1_3_0_5.csv,10.0,0.0,1772.2,45.0,5213.0,15.0,9.0,0.35,0.4413335402,0.1529660621,3.03809e-05,0.8719662132,0.9333334081,0.2402528478,1.0,3.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/1_2_0_3.csv,10.0,5166.0,22.0793814433,10.0,78.0,970.0,6.0,0.4028326374,0.6189636085,0.3893560423,0.8069090215,0.804824907,0.8053021256,0.3410672574,1.0,2.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/0_5_2_0.csv,10.0,26573.0,10.0,10.0,10.0,1.0,7.0,0.0001880901,0.000188652,0.0002124595,0.0005048588,0.000376053,0.0003761713,0.0001763672,0.0,5.0,2.0,0.0
../output/patients/arx_stats/Anonymized/1/1_2_0_4.csv,10.0,84.0,112.2838983051,10.0,364.0,236.0,7.0,0.4485780386,0.7383472797,0.3463564932,0.9855291179,0.9900094914,0.9933456555,0.4155409027,1.0,2.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/0_2_0_3.csv,10.0,11463.0,16.7441860465,10.0,47.0,903.0,5.0,0.4265884212,0.5509643627,0.2934832066,0.5698864467,0.568389367,0.5686949232,0.5528424999,0.0,2.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/0_2_0_4.csv,10.0,378.0,61.3700234192,10.0,202.0,427.0,6.0,0.6900462702,0.9278698942,0.3869753008,0.9749213356,0.982160941,0.9846271038,0.9122737039,0.0,2.0,0.0,4.0
